driver_id,model,ac_kW,annual_km,annual_kWh,sessions,location,plugin_hour,window_h,has_solar,pv_kwp,cost_fix,cost_unc,cost_po,cost_sm,cost_sm_ext,peak_kwh_unc,peak_kwh_sm,peak_kwh_sm_ext,sc_kwh_total,solar_value_total,ere_revenue_ext,ere_revenue_grid_only,value_baseline_smart,value_extended
51,Tesla Model Y,11.0,10212.337990867101,1682.9933008948983,40,private,10,13,True,6.4140466607229,583.5596336798612,409.509615727598,394.95009933518634,410.57812687209696,275.5897638188594,0.0,355.5697419694156,356.98023687508356,591.0901040985268,147.18143592053312,197.1366885353509,137.74075621899016,310.72226302675443,652.2879943168858
52,Renault Megane E-Tech,22.0,12307.14730440663,1640.5427356774037,46,private,21,14,False,0.0,568.8403616098828,459.73291098803685,366.3911361160312,374.075388167129,374.075388167129,1012.0,0.0,0.0,0.0,0.0,145.94183296331613,134.26648632625074,329.0314597690046,340.70680640607
53,Hyundai Kona Electric,11.0,11694.327041012022,1455.9437166059965,40,public,16,3,False,0.0,416.8692000000003,367.838225293,367.780262905,368.0661932386524,368.0661932386524,866.7999999999996,869.9943478260859,869.9943478260859,0.0,0.0,106.95207172320004,119.15839975771883,167.96140651906677,155.755078484548
54,Skoda Enyaq,11.0,11642.144836710986,1647.3634943946047,40,private,19,15,False,0.0,571.2053855563904,474.6082405814886,390.7150156291338,401.13801458097225,401.13801458097225,1320.0,8.423913043478262,8.423913043478262,0.0,0.0,146.5486041297968,134.8247157994132,304.89208677483134,316.61597510521494
55,Renault Megane E-Tech,22.0,11847.524321549838,1579.2749920625931,44,workplace,9,8,False,0.0,547.5964374651818,391.3218149619461,336.43074353381456,343.6140808173807,343.6140808173807,0.0,0.0,0.0,0.0,0.0,140.49148619074035,129.25216729548103,333.23452394328217,344.4738428385415
56,Kia EV3,11.0,12299.334922924902,1646.8809461796443,40,public,12,4,True,5.658135077151167,555.8256000000002,370.19475680000005,370.16091745600005,370.4363389396523,300.7599348019865,0.0,0.0,0.0,327.6991780207181,81.5970953271588,168.89147066191563,134.7852227390395,320.1744837993875,505.5542311870882
57,Volkswagen ID.4,11.0,6333.5821815074,901.2687444285029,40,private,18,13,False,0.0,312.5051407311874,290.86042460063294,219.05134257664605,220.95798207727407,220.95798207727407,979.6399395961995,0.0,0.0,0.0,0.0,80.17640119574841,73.76228910008852,165.30944775400184,171.72355984966174
58,Tesla Model Y,11.0,10151.88022754083,1673.029861498729,40,private,16,15,False,0.0,580.1049193674937,543.7469744709322,392.1754817130328,401.25040238732794,401.2504023873279,1378.510719020357,3.260869565217391,3.260869565217391,0.0,0.0,148.83187086782473,136.92532119839873,315.77983817856455,327.68638784799055
59,Tesla Model Y,11.0,6175.339958768052,1017.6960252049751,40,workplace,9,7,False,0.0,352.87503482650743,255.11384225935723,232.02294221569582,240.42250442987208,240.42250442987208,0.0,0.0,0.0,0.0,0.0,90.53371185516075,83.29101490674783,195.7435453033832,202.9862422517961
60,Hyundai Kona Electric,11.0,11028.971239687173,1373.106919341053,40,private,18,15,True,6.0788180579770685,476.1098992062995,454.08404041601176,334.42888649335623,339.64697854918563,332.94488997814386,1492.507521022883,0.0,30.32403663421072,34.68155750948519,8.63570781986181,124.93310765332437,112.3788106221201,248.84173127923395,276.7338247013418
