driver,annual_kWh,sessions,cost_unc,cost_po,cost_smart,peak_unc,peak_po,peak_smart,savings_po_eur,savings_smart_eur,savings_po_pct,savings_smart_pct,peak_drop_smart_pct
101,2971.4898702292844,156,889.5731160799793,781.1616720675246,798.8275110523399,11.0,0.47697898534906996,0.14035699530342655,108.4114440124547,90.74560502763939,12.186906511989026,10.201028267077337,98.72402731542338
102,2744.880763850509,93,847.2958157964242,715.6362470042415,715.6281547239336,11.0,0.2266812403357147,0.25747655266768943,131.65956879218277,131.66766107249066,15.53879605417714,15.53975112561229,97.65930406665737
103,3626.5571577212017,79,1025.7890975354542,965.0375441551924,952.7444329811682,11.0,0.7809213046201492,0.9858569243172456,60.751553380261726,73.04466455428599,5.922421434018212,7.120826759592398,91.03766432438867
104,2926.577608916243,84,934.1483707132172,746.8205350614539,745.3279385823612,11.0,0.508804597048532,0.3052563357913467,187.32783565176328,188.82043213085603,20.0533278786045,20.213109400029534,97.22494240189685
105,3276.136540071253,113,1047.8685568129483,844.2518239951902,873.124065114589,11.0,0.3630696183472971,0.1608991562627695,203.61673281775813,174.7444916983593,19.43151471564817,16.676184294510936,98.53728039761118
106,2566.3650521175414,86,759.283540352269,678.769892510171,690.6156995285303,11.0,0.38372093023255816,0.2760547787460821,80.51364784209807,68.66784082373874,10.603897432669728,9.043767864621476,97.49041110230834
107,2530.402336059976,144,820.2374475448853,660.6143655855018,657.4123027020264,11.0,0.1527777777777778,0.057702875073383814,159.6230819593835,162.8251448428589,19.460594299512103,19.85097672999729,99.47542840842378
108,2640.7530122745216,118,788.7917657651429,696.1323930483458,684.6188014112473,11.0,0.43199878820612864,0.16135824671649882,92.65937271679718,104.17296435389562,11.747000506136855,13.206649571556554,98.53310684803182
109,3094.8179448896926,103,960.5972092802566,825.8660084517012,803.119319323845,11.0,0.2069813457994427,0.25376505027414104,134.73120082855542,157.47788995641156,14.025774750012548,16.39374843431041,97.69304499750781
110,2595.6358433723567,78,709.0188323020747,676.6797867841093,692.4212999734617,0.0,0.0,0.0,32.33904551796536,16.597532328612942,4.561098245157392,2.3409155825555885,
111,2469.8890232169665,115,705.618835030858,637.384556599497,643.8147465699158,11.0,0.20299901563384287,0.09430336345992986,68.23427843136096,61.80408846094224,9.670132803126911,8.758849026222412,99.14269669581883
112,2695.018654770755,89,801.2217726596303,707.9551336964641,686.1200351383658,11.0,0.24622750953310057,0.17479502883659695,93.2666389631662,115.10173752126457,11.640552234816404,14.365777547355957,98.41095428330367
113,3208.2813892522863,155,937.7710832574468,809.1698337420221,846.5137314929322,11.0,0.641925593324539,0.10410777576604348,128.60124951542468,91.25735176451462,13.71350128100716,9.73130366181932,99.05356567485416
114,2732.714184484638,100,843.6940668857962,713.4678142348899,718.6304081660572,11.0,0.6381366019498423,0.13482917054013865,130.2262526509063,125.06365871973901,15.435245755797633,14.823342207604718,98.77428026781692
115,2961.4913147118864,115,884.021764556679,760.9271022143215,779.0445023289244,11.0,0.39115497899431023,0.222117202268431,123.09466234235754,104.97726222775464,13.924392733032686,11.874963540111349,97.98075270665063
116,2905.0504436334268,79,947.7395134738242,774.8066467574324,757.3891492166656,11.0,0.22747372627599857,0.6238464736235322,172.9328667163918,190.35036425715862,18.246877360059344,20.084671109622988,94.32866842160425
117,3289.9440457596806,88,915.7674283972597,876.5383515163458,890.5507193618369,11.0,0.7117802345939185,0.8401859632589832,39.22907688091391,25.21670903542281,4.283737951847786,2.7536149740066764,92.3619457885547
118,2638.7035183011617,94,725.7009874551846,688.7656357547355,705.9746316166926,11.0,0.3245989133265546,0.2704975491322952,36.93535170044913,19.726355838492054,5.089610230512475,2.7182484493601775,97.5409313715246
119,3237.800239131285,82,894.8876531079261,814.4670210634008,852.7123622583073,0.0,0.0,0.0,80.42063204452529,42.17529084961882,8.98667355228627,4.7129145991840335,
