,0
n_drivers_simulated,966.0
mean_annual_cost_unc_EUR,864.2649553972365
mean_annual_cost_po_EUR,717.8117796503951
mean_annual_cost_smart_EUR,734.0549890572045
mean_savings_po_pct,16.76412754748781
mean_savings_smart_pct,14.929865854552459
mean_savings_smart_EUR,130.2099663400319
median_savings_smart_EUR,138.41516831060568
mean_peak_drop_smart_pct,95.82933120610986
n_evening_pluggers,882.0
share_drivers_save_smart,0.9958592132505176
