car,kwh,is_dc,stored_kwh,self_cons_value,arbitrage_value,backup,gross,capex_yr,net_vs_nothing,net_adv_vs_battery
Renault 5 E-Tech,52.0,False,0.0,0.0,614.0627283781027,60.022628000487515,674.0853563785903,552.7463274880595,121.33902889053081,171.3390288905308
Kia EV9,99.8,True,1502.9488013191392,495.973104435316,0.0,37.4886387740001,533.4617432093161,831.2681123063343,-297.8063690970182,-247.8063690970182
Hyundai Ioniq 5/6,77.4,True,0.0,0.0,604.6693804243415,18.368510768145967,623.0378911924875,895.2254684429612,-272.18757725047374,-222.18757725047374
Renault 5 E-Tech,52.0,False,730.7389939909435,241.14386801701139,380.4865547861531,28.324532859983897,649.9549556631484,639.7764571954269,10.17849846772151,60.17849846772151
VW ID.7 (77 kWh),77.0,True,1476.4264069874055,487.22071430584384,0.0,15.296580864497567,502.5172951703414,937.0823433760906,-434.56504820574924,-384.56504820574924
Renault 5 E-Tech,52.0,False,1094.635518404528,361.22972107349426,601.9500730605954,34.375902284889094,997.5556964189788,555.7165791035507,441.8391173154281,491.8391173154281
Renault 5 E-Tech,52.0,False,0.0,0.0,817.2984388353018,35.190330154654305,852.488768989956,487.31797133648706,365.170797653469,415.170797653469
Renault 5 E-Tech,52.0,False,2147.779585434159,708.7672631932725,274.7515109482694,29.132324009152068,1012.6510981506939,513.7092500807973,498.94184806989654,548.9418480698965
Kia EV9,99.8,True,2992.643915777678,987.5724922066338,160.69919715713897,32.5847165595778,1180.8564059233506,764.0,416.8564059233506,466.8564059233506
Kia EV9,99.8,True,0.0,0.0,449.5861530007233,12.234197367442027,461.82035036816535,934.6189600569987,-472.7986096888334,-422.7986096888334
Nissan Leaf (new),52.0,True,0.0,0.0,0.0,18.23446056305477,18.23446056305477,870.6396705448587,-852.405209981804,-802.405209981804
Renault 5 E-Tech,52.0,False,0.0,0.0,459.63472324414613,53.14623201717402,512.7809552613202,490.75871632347645,22.022238937843724,72.02223893784372
VW ID.7 (77 kWh),77.0,True,2967.7733224615595,979.3651964123146,0.0,34.262946810621386,1013.628143222936,921.2135778230229,92.41456539991316,142.41456539991316
Kia EV6 (post-24),77.4,True,2721.737729329292,898.1734506786664,0.0,40.518297144938714,938.6917478236052,848.6647854826467,90.02696234095845,140.02696234095845
Hyundai Ioniq 5/6,77.4,True,2533.8531602965636,836.1715428978661,0.0,28.959277876092827,865.1308207739589,874.547333777737,-9.41651300377805,40.58348699622195
Renault 5 E-Tech,52.0,False,1572.6636915226325,518.9790182024688,0.0,29.501740675574638,548.4807588780434,560.0693897781903,-11.588630900146882,38.41136909985312
VW ID.7 (77 kWh),77.0,True,2424.3115042124487,800.022796390108,629.3446997137016,48.25647506862051,1477.6239711724302,916.7246848692372,560.899286303193,610.899286303193
Renault 5 E-Tech,52.0,False,0.0,0.0,0.0,2.9744011790889235,2.9744011790889235,523.2477800113363,-520.2733788322474,-470.27337883224743
Kia EV6 (post-24),77.4,True,0.0,0.0,0.0,27.016301510464192,27.016301510464192,839.4037095369251,-812.3874080264609,-762.3874080264609
Kia EV6 (post-24),77.4,True,2261.7923680069844,746.3914814423049,606.5565922684,13.979471077209775,1366.9275447879147,835.7674708656989,531.1600739222158,581.1600739222158
Renault 5 E-Tech,52.0,False,2013.564516664247,664.4762904992016,0.0,36.93455963555935,701.410850134761,603.2789270990437,98.13192303571725,148.13192303571725
Renault 4 E-Tech,52.0,False,863.5289186210271,284.96454314493894,100.60281099932183,50.97189797750851,436.53925212176927,561.5490445890671,-125.00979246729781,-75.00979246729781
VW ID.7 (77 kWh),77.0,True,2783.264620233052,918.4773246769072,689.4159778503837,38.52947782198316,1646.422780349274,850.7222814763597,795.7004988729143,845.7004988729143
Hyundai Ioniq 5/6,77.4,True,1761.650612005596,581.3447019618467,0.0,22.445446499186836,603.7901484610335,971.8491665730893,-368.0590181120558,-318.0590181120558
Kia EV9,99.8,True,0.0,0.0,0.0,35.16983920631243,35.16983920631243,785.8722483160352,-750.7024091097228,-700.7024091097228
Hyundai Ioniq 5/6,77.4,True,0.0,0.0,0.0,15.713336533150589,15.713336533150589,870.5413322659537,-854.8279957328031,-804.8279957328031
Kia EV9,99.8,True,2085.4901862289603,688.2117614555569,701.7827888968642,11.173654798074452,1401.1682051504956,882.630326459332,518.5378786911637,568.5378786911637
Renault 5 E-Tech,52.0,False,0.0,0.0,312.8546606285276,11.062418678671259,323.91707930719883,632.2033370846517,-308.2862577774529,-258.2862577774529
Hyundai Ioniq 5/6,77.4,True,0.0,0.0,711.417194571333,0.009903611966083359,711.4270981832991,824.9081045457535,-113.48100636245442,-63.48100636245442
Hyundai Ioniq 5/6,77.4,True,0.0,0.0,0.0,21.636745986668146,21.636745986668146,856.9030895658477,-835.2663435791795,-785.2663435791795
Hyundai Ioniq 5/6,77.4,True,1878.4120026941296,619.8759608890628,756.39588623483,37.311261469079966,1413.5831085929726,931.6996706550617,481.8834379379109,531.8834379379109
Hyundai Ioniq 5/6,77.4,True,816.2485875009576,269.362033875316,0.0,0.0,269.362033875316,976.6387255995356,-707.2766917242196,-657.2766917242196
Renault 5 E-Tech,52.0,False,2439.036842704121,804.88215809236,92.62439011612163,3.1284195362735123,900.6349677447552,639.3704254956083,261.26454224914687,311.26454224914687
Renault 4 E-Tech,52.0,False,2494.558238434971,823.2042186835405,79.72088223854527,32.8357388940346,935.7608398161204,594.601733726955,341.15910608916545,391.15910608916545
Renault 5 E-Tech,52.0,False,2196.5537246481167,724.8627291338786,0.0,20.551386561394054,745.4141156952726,680.5997968663329,64.81431882893969,114.81431882893969
Renault 5 E-Tech,52.0,False,1187.4891179516208,391.8714089240349,0.0,31.70209206555561,423.5735009895905,492.33463815408766,-68.76113716449714,-18.761137164497143
Hyundai Ioniq 5/6,77.4,True,0.0,0.0,2364.5610160386213,22.265164019460855,2386.826180058082,968.4947065002328,1418.3314735578492,1468.3314735578492
Kia EV6 (post-24),77.4,True,2157.5544985269285,711.9929845138864,0.0,15.045787146734426,727.0387716606208,800.3027616583662,-73.2639899977454,-23.263989997745398
Renault 5 E-Tech,52.0,False,1736.599331685581,573.0777794562418,374.4395444894207,40.51521958065456,988.0325435263171,639.1644623469372,348.86808117937994,398.86808117937994
Kia EV6 (post-24),77.4,True,1589.8287994068287,524.6435038042534,692.8156475321075,29.502300203526165,1246.961451539887,764.0,482.9614515398871,532.9614515398871
Kia EV9,99.8,True,908.1084292417869,299.6757816497897,828.6175873866945,33.67768375740977,1161.971052793894,955.8010991325834,206.1699536613105,256.1699536613105
Renault 5 E-Tech,52.0,False,1686.3874621304362,556.507862503044,0.0,12.34573670235388,568.8535992053978,528.7683976121872,40.08520159321063,90.08520159321063
Renault 4 E-Tech,52.0,False,2034.6264433896883,671.4267263185972,307.19018831615773,7.721554823254721,986.3384694580096,559.6309838632394,426.7074855947702,476.7074855947702
Hyundai Ioniq 5/6,77.4,True,2335.909617285964,770.8501737043682,0.0,39.75498333312791,810.6051570374962,912.9846301711932,-102.37947313369705,-52.37947313369705
Kia EV6 (post-24),77.4,True,1868.7141794276074,616.6756792111105,1087.5720371281836,21.957020535785706,1726.2047368750798,813.8954193156642,912.3093175594156,962.3093175594156
Renault 5 E-Tech,52.0,False,1582.39339966523,522.1898218895259,0.0,51.199513251354674,573.3893351408806,617.5295690842675,-44.140233943386875,5.859766056613125
Kia EV9,99.8,True,0.0,0.0,0.0,34.966650374860684,34.966650374860684,822.2337191995617,-787.267068824701,-737.267068824701
VW ID.7 (77 kWh),77.0,True,1672.0086214980904,551.7628450943698,0.0,31.14562634124452,582.9084714356144,854.9474192803558,-272.0389478447414,-222.03894784474141
Renault 5 E-Tech,52.0,False,0.0,0.0,315.9693198604432,37.61649663120459,353.5858164916478,682.1988937258677,-328.61307723421993,-278.61307723421993
Renault 5 E-Tech,52.0,False,2290.6068617613373,755.9002643812413,0.0,0.0,755.9002643812413,568.860259496113,187.04000488512827,237.04000488512827
Renault 5 E-Tech,52.0,False,1795.700970384841,592.5813202269975,355.508350072107,44.477062722701874,992.5667330218064,530.7576301270386,461.80910289476776,511.80910289476776
Renault 5 E-Tech,52.0,False,608.4811603181896,200.79878290500258,0.0,37.18748926610047,237.98627217110305,509.42320092425933,-271.4369287531563,-221.43692875315628
Renault 4 E-Tech,52.0,False,0.0,0.0,338.0371351053945,8.283764040406858,346.3208991458014,526.1465833820794,-179.825684236278,-129.825684236278
Kia EV6 (post-24),77.4,True,0.0,0.0,0.0,0.0,0.0,764.0,-764.0,-714.0
Kia EV6 (post-24),77.4,True,3580.5403340051953,1181.5783102217144,410.7585925740431,33.44271428278764,1625.7796170785452,764.0,861.7796170785452,911.7796170785452
Nissan Leaf (new),52.0,True,1198.8159663419128,395.60926889283127,0.0,22.608046363541302,418.21731525637256,910.9562918681626,-492.73897661179,-442.73897661179
VW ID.7 (77 kWh),77.0,True,2427.012934186694,800.9142682816091,0.0,20.22247212594848,821.1367404075576,764.0,57.13674040755757,107.13674040755757
VW ID.7 (77 kWh),77.0,True,0.0,0.0,0.0,42.7757344478569,42.7757344478569,909.9487553650202,-867.1730209171634,-817.1730209171634
Hyundai Ioniq 5/6,77.4,True,1489.7324176388013,491.61169782080447,0.0,0.0,491.61169782080447,778.8507370591981,-287.2390392383936,-237.23903923839362
Hyundai Ioniq 5/6,77.4,True,0.0,0.0,0.0,42.86123179689535,42.86123179689535,780.967894062907,-738.1066622660117,-688.1066622660117
Renault 5 E-Tech,52.0,False,1241.7273031937455,409.770010053936,0.0,13.904372258979135,423.67438231291516,517.4191942258499,-93.74481191293472,-43.74481191293472
Hyundai Ioniq 5/6,77.4,True,785.9788482088361,259.3730199089159,528.689623419763,32.941884522387156,821.0045278510661,888.1511834365319,-67.14665558546585,-17.14665558546585
Hyundai Ioniq 5/6,77.4,True,1977.6028246752521,652.6089321428333,1331.8739351837544,24.904447981086022,2009.3873153076736,994.0,1015.3873153076736,1065.3873153076736
Renault 5 E-Tech,52.0,False,2328.0641148937175,768.2611579149268,496.0434576459948,20.23766105811291,1284.5422766190345,568.1906917999602,716.3515848190743,766.3515848190743
Hyundai Ioniq 5/6,77.4,True,1856.4072030742707,612.6143770145094,884.0443574345388,44.48877229269095,1541.147506741739,892.8430039737256,648.3045027680135,698.3045027680135
Hyundai Ioniq 5/6,77.4,True,2602.6575601939376,858.8769948639995,1040.1189397734258,29.754065750872616,1928.7500003882978,893.7435942303348,1035.006406157963,1085.006406157963
Hyundai Ioniq 5/6,77.4,True,2482.8391358065487,819.3369148161611,0.0,27.656494148576297,846.9934089647373,947.1127115704496,-100.11930260571228,-50.11930260571228
Renault 5 E-Tech,52.0,False,938.1195913413048,309.5794651426306,0.0,28.233877650268084,337.8133427928987,591.4653349698317,-253.651992176933,-203.651992176933
Hyundai Ioniq 5/6,77.4,True,2024.1578042246158,667.9720753941233,196.81625671355965,39.13696170689711,903.92529381458,852.7994144243585,51.125879390221485,101.12587939022148
Hyundai Ioniq 5/6,77.4,True,2904.5025526133804,958.4858423624156,154.8693442924677,47.231825207153506,1160.5870118620367,797.0186513067491,363.56836055528754,413.56836055528754
Kia EV9,99.8,True,0.0,0.0,0.0,24.067890864901678,24.067890864901678,824.034258301525,-799.9663674366234,-749.9663674366234
Kia EV9,99.8,True,0.0,0.0,0.0,47.170681857500064,47.170681857500064,784.7332500224079,-737.5625681649078,-687.5625681649078
Renault 5 E-Tech,52.0,False,1933.2798576842588,637.9823530358054,0.0,10.401750043739133,648.3841030795446,689.5,-41.115896920455384,8.884103079544616
Renault 5 E-Tech,52.0,False,2313.1238043521125,763.3308554361972,393.86869614621247,18.295883401661193,1175.495434984071,607.0560485032087,568.4393864808623,618.4393864808623
Hyundai Ioniq 5/6,77.4,True,0.0,0.0,1312.550237342773,22.716671579363847,1335.266908922137,860.6423166485849,474.624592273552,524.624592273552
Renault 5 E-Tech,52.0,False,0.0,0.0,0.0,30.203062207697176,30.203062207697176,511.2865081199669,-481.0834459122697,-431.0834459122697
Hyundai Ioniq 5/6,77.4,True,0.0,0.0,0.0,13.621084721013515,13.621084721013515,860.0338576517903,-846.4127729307768,-796.4127729307768
Renault 4 E-Tech,52.0,False,1428.0354129265845,471.2516862657729,0.0,8.221825737144817,479.4735120029177,621.2448247850031,-141.77131278208537,-91.77131278208537
Renault 5 E-Tech,52.0,False,2030.4370289753538,670.0442195618667,0.0,11.440480382189424,681.4846999440562,637.0864147827712,44.398285161285,94.398285161285
Hyundai Ioniq 5/6,77.4,True,1868.306360756506,616.541099049647,866.0445351664897,14.27482384101735,1496.8604580571541,879.8339200905875,617.0265379665666,667.0265379665666
Kia EV9,99.8,True,0.0,0.0,0.0,25.986807956259153,25.986807956259153,816.7409280699828,-790.7541201137237,-740.7541201137237
Hyundai Ioniq 5/6,77.4,True,2271.0862915731473,749.4584762191387,0.0,42.52199839680243,791.9804746159411,823.1624797759629,-31.18200516002173,18.81799483997827
Renault 5 E-Tech,52.0,False,2188.4977508969428,722.2042577959911,0.0,26.660748637974237,748.8650064339654,563.4507517088153,185.41425472515004,235.41425472515004
Renault 5 E-Tech,52.0,False,1907.243663166484,629.3904088449398,0.0,12.846580227505827,642.2369890724456,599.2120914203288,43.024897652116806,93.0248976521168
Nissan Leaf (new),52.0,True,2320.55739862222,765.7839415453326,0.0,18.272649530932817,784.0565910762654,764.0,20.056591076265363,70.05659107626536
Renault 5 E-Tech,52.0,False,938.7560600086016,309.7894998028385,0.0,42.7899784940546,352.5794782968931,679.0810656431464,-326.5015873462533,-276.5015873462533
Kia EV6 (post-24),77.4,True,1527.7946029609743,504.17221897712153,472.1171210266646,24.514315766860193,1000.8036557706464,824.5114129599658,176.2922428106806,226.2922428106806
VW ID.7 (77 kWh),77.0,True,702.3725908611389,231.78295498417583,1087.9882876553972,7.255445922655516,1327.0266885622286,903.5527803253651,423.4739082368635,473.4739082368635
Renault 5 E-Tech,52.0,False,0.0,0.0,861.5430497928775,13.256717586205731,874.7997673790832,554.4675642636491,320.332203115434,370.332203115434
Kia EV9,99.8,True,1310.260109635417,432.3858361796876,497.50823522379744,66.14413148629815,996.0382028897832,833.9733644770361,162.06483841274712,212.06483841274712
Renault 5 E-Tech,52.0,False,1258.508625884753,415.3078465419685,430.25622636461395,10.987939901370925,856.5520128079534,562.4925068611169,294.05950594683645,344.05950594683645
Renault 5 E-Tech,52.0,False,1392.9740105885041,459.6814234942064,0.0,6.590109824194048,466.27153331840043,592.4755184797873,-126.20398516138687,-76.20398516138687
Hyundai Ioniq 5/6,77.4,True,1765.0153517015917,582.4550660615253,0.0,12.564683925096151,595.0197499866214,875.1142753928352,-280.09452540621385,-230.09452540621385
Renault 4 E-Tech,52.0,False,1566.726826266432,517.0198526679226,656.8300739066556,40.373020779562474,1214.2229473541406,670.2356158522294,543.9873315019112,593.9873315019112
Renault 5 E-Tech,52.0,False,1140.2198909496792,376.2725640133942,0.0,33.557256341989444,409.8298203553836,495.77551463896464,-85.94569428358102,-35.94569428358102
Renault 5 E-Tech,52.0,False,1981.9971760927629,654.0590681106117,338.6485919316598,19.73911752206517,1012.4467775643367,627.729497488083,384.7172800762537,434.7172800762537
Nissan Leaf (new),52.0,True,0.0,0.0,0.0,12.460980789265628,12.460980789265628,907.6584649839824,-895.1974841947168,-845.1974841947168
Renault 5 E-Tech,52.0,False,0.0,0.0,595.3907304363654,6.31996128476262,601.710691721128,595.1415547881521,6.56913693297588,56.56913693297588
VW ID.7 (77 kWh),77.0,True,1530.9560827834775,505.2155073185476,0.0,36.588998847785604,541.8045061663332,798.8813603700767,-257.07685420374344,-207.07685420374344
Kia EV6 (post-24),77.4,True,1544.4764255903997,509.6772204448319,171.27059036293417,0.9165258249254526,681.8643366326914,874.9305591738233,-193.06622254113188,-143.06622254113188
Kia EV6 (post-24),77.4,True,0.0,0.0,0.0,4.816727895355514,4.816727895355514,851.3470362059339,-846.5303083105784,-796.5303083105784
Kia EV9,99.8,True,3577.6836726424985,1180.6356119720247,0.0,28.399286633225085,1209.0348986052497,939.7358007612836,269.29909784396614,319.29909784396614
Kia EV9,99.8,True,1339.927858711661,442.17619337484814,1566.5886094211774,49.449318087222075,2058.2141208832472,869.997897915469,1188.2162229677783,1238.2162229677783
Renault 5 E-Tech,52.0,False,0.0,0.0,0.0,35.419449739203,35.419449739203,559.1354888383163,-523.7160390991132,-473.71603909911323
Renault 4 E-Tech,52.0,False,1173.030555299279,387.10008324876213,0.0,30.536883214996003,417.63696646375814,536.7971645752224,-119.16019811146424,-69.16019811146424
Nissan Leaf (new),52.0,True,1265.9073240180776,417.74941692596565,0.0,11.683941868153498,429.43335879411916,858.9355119725603,-429.5021531784412,-379.5021531784412
VW ID.7 (77 kWh),77.0,True,2668.0586328854624,880.4593488522027,895.1275402436632,48.490848938021884,1824.0777380338877,900.6876759069139,923.3900621269738,973.3900621269738
Kia EV6 (post-24),77.4,True,993.1099187551135,327.7262731891875,442.5806929586328,35.424661690496336,805.7316278383166,792.4541433451086,13.277484493208021,63.27748449320802
Kia EV6 (post-24),77.4,True,2854.2118044253616,941.8898954603694,0.0,22.7389484731615,964.6288439335309,858.7650317680793,105.86381216545158,155.86381216545158
Kia EV6 (post-24),77.4,True,2271.7896629785355,749.6905887829167,386.18955523173656,34.30101019154835,1170.1811542062017,778.285209623782,391.8959445824197,441.8959445824197
Renault 5 E-Tech,52.0,False,2731.2401183547686,901.3092390570737,0.0,13.305332578688486,914.6145716357622,610.9019961530424,303.7125754827198,353.7125754827198
Hyundai Ioniq 5/6,77.4,True,588.9670348720097,194.3591215077632,0.0,0.0531172996288265,194.41223880739204,934.607304162447,-740.195065355055,-690.195065355055
Kia EV6 (post-24),77.4,True,0.0,0.0,0.0,38.17440912535489,38.17440912535489,828.4546397587814,-790.2802306334264,-740.2802306334264
Kia EV6 (post-24),77.4,True,0.0,0.0,0.0,25.6938160843439,25.6938160843439,931.8769826949759,-906.183166610632,-856.183166610632
Hyundai Ioniq 5/6,77.4,True,1641.1825783648706,541.5902508604073,0.0,36.624936454804065,578.2151873152113,968.550123961941,-390.3349366467297,-340.3349366467297
Hyundai Ioniq 5/6,77.4,True,1017.1698760654555,335.6660591016003,0.0,32.53459272583128,368.20065182743156,887.802114734183,-519.6014629067514,-469.6014629067514
Kia EV6 (post-24),77.4,True,1394.4788148611085,460.17800890416584,921.7861640408345,18.17010546382,1400.1342784088204,871.3262920926609,528.8079863161595,578.8079863161595
Hyundai Ioniq 5/6,77.4,True,1976.5369175346411,652.2571827864316,966.3751400350212,24.97029402264908,1643.602616844102,972.8821668653321,670.7204499787698,720.7204499787698
Renault 4 E-Tech,52.0,False,1789.8800876908435,590.6604289379784,673.6969618990245,31.385366210300106,1295.742757047303,585.9229971216139,709.8197599256891,759.8197599256891
Kia EV9,99.8,True,0.0,0.0,351.5856350362189,34.06030338222315,385.64593841844203,904.0140297426209,-518.3680913241789,-468.36809132417886
Renault 5 E-Tech,52.0,False,2067.7128352225013,682.3452356234254,0.0,0.0,682.3452356234254,601.0645600909231,81.2806755325023,131.2806755325023
Renault 5 E-Tech,52.0,False,0.0,0.0,0.0,51.393609133596186,51.393609133596186,580.5899633061947,-529.1963541725985,-479.1963541725985
Kia EV9,99.8,True,0.0,0.0,1772.1697117880599,18.679059065638043,1790.848770853698,840.3857184273933,950.4630524263047,1000.4630524263047
Hyundai Ioniq 5/6,77.4,True,0.0,0.0,0.0,43.196573954415484,43.196573954415484,764.0,-720.8034260455845,-670.8034260455845
VW ID.7 (77 kWh),77.0,True,2260.5692682463355,745.9878585212907,0.0,5.375361126205709,751.3632196474964,865.9288587722885,-114.56563912479214,-64.56563912479214
Renault 5 E-Tech,52.0,False,1416.8116950843023,467.5478593778198,468.60932262321387,29.167048642508547,965.3242306435423,591.9726510502735,373.35157959326875,423.35157959326875
Renault 5 E-Tech,52.0,False,1727.033268251666,569.9209785230498,0.0,23.182898260606954,593.1038767836568,568.0775643040531,25.02631247960369,75.02631247960369
Hyundai Ioniq 5/6,77.4,True,787.3251357306062,259.8172947911001,1159.4367421663433,33.7324162268397,1452.986453184283,764.0,688.9864531842829,738.9864531842829
Kia EV9,99.8,True,0.0,0.0,0.0,28.67391065935516,28.67391065935516,772.4424299672773,-743.7685193079221,-693.7685193079221
Renault 4 E-Tech,52.0,False,2123.8113031414155,700.8577300366671,172.82892727719627,13.101004022259751,886.7876613361232,534.281070038825,352.5065912972982,402.5065912972982
VW ID.7 (77 kWh),77.0,True,0.0,0.0,1085.2663451327446,22.325843567009876,1107.5921886997544,811.027900749561,296.5642879501934,346.5642879501934
Hyundai Ioniq 5/6,77.4,True,1883.198573869611,621.4555293769716,409.1427605165455,7.679281192493179,1038.2775710860103,872.1974595432064,166.08011154280393,216.08011154280393
VW ID.7 (77 kWh),77.0,True,1076.167609116434,355.13531100842323,353.7391271398499,0.0,708.8744381482732,939.0263658095391,-230.15192766126597,-180.15192766126597
Renault 5 E-Tech,52.0,False,440.74011815531804,145.44423899125496,0.0,28.317789835962895,173.76202882721785,649.3391710082849,-475.5771421810671,-425.5771421810671
Kia EV6 (post-24),77.4,True,1737.9157531967621,573.5121985549315,0.0,19.141548568422756,592.6537471233543,867.3663562960508,-274.7126091726965,-224.7126091726965
Nissan Leaf (new),52.0,True,1810.5961873461717,597.4967418242367,274.0758759456281,5.170597420904858,876.7432151907697,906.3051695113769,-29.561954320607242,20.438045679392758
Hyundai Ioniq 5/6,77.4,True,932.5982905308891,307.75743587519344,0.0,17.035199139329407,324.79263501452283,868.9531821202942,-544.1605471057713,-494.16054710577134
Renault 4 E-Tech,52.0,False,2022.228882270651,667.3355311493149,203.70668749214437,17.596529984295415,888.6387486257547,553.9098838798394,334.7288647459153,384.7288647459153
Renault 5 E-Tech,52.0,False,1407.2985573216095,464.4085239161311,591.6628410924754,37.48408769050517,1093.5554526991118,548.9807321105021,544.5747205886097,594.5747205886097
Renault 5 E-Tech,52.0,False,1726.931562093541,569.8874154908685,0.0,20.731991173877464,590.619406664746,566.7455442522431,23.87386241250283,73.87386241250283
Kia EV6 (post-24),77.4,True,1743.4866170062182,575.350583612052,632.7515976635948,19.575341833392837,1227.6775231090396,869.3412229075915,358.3363002014481,408.3363002014481
Nissan Leaf (new),52.0,True,1459.7733865151022,481.72521754998377,299.8486645371931,20.42045563537631,801.9943377225532,797.0258942742732,4.968443448279913,54.96844344827991
Hyundai Ioniq 5/6,77.4,True,1931.3248319322952,637.3371945376574,0.0,8.688252079943421,646.0254466176008,823.500728856756,-177.47528223915526,-127.47528223915526
VW ID.7 (77 kWh),77.0,True,1125.4178773397678,371.3878995221234,689.3162333215242,33.04382421659178,1093.7479570602393,874.9050393905251,218.8429176697142,268.8429176697142
Renault 5 E-Tech,52.0,False,1913.47119954711,631.4454958505463,0.0,24.656655424397872,656.1021512749442,488.1701895240847,167.93196175085944,217.93196175085944
Kia EV9,99.8,True,3232.3143393662767,1066.6637319908714,0.0,31.94916325767138,1098.6128952485428,874.3114180730432,224.3014771754996,274.3014771754996
Kia EV6 (post-24),77.4,True,0.0,0.0,821.6569421991907,11.816917900294904,833.4738600994856,898.0122990484782,-64.53843894899262,-14.53843894899262
Renault 5 E-Tech,52.0,False,2424.3513897577473,800.0359586200566,0.0,21.785116946684013,821.8210755667405,593.8917310780657,227.92934448867481,277.9293444886748
Kia EV9,99.8,True,2321.9731022813276,766.2511237528381,1008.1078094301339,2.517948565483712,1776.8768817484558,764.0,1012.8768817484558,1062.8768817484558
Kia EV9,99.8,True,2197.059450187456,725.0296185618606,711.8874530329399,15.263012302538339,1452.1800838973388,840.9266390379071,611.2534448594317,661.2534448594317
Hyundai Ioniq 5/6,77.4,True,673.6514744638454,222.304986573069,410.7105458418666,20.185906197428096,653.2014386123637,962.9143147561068,-309.7128761437431,-259.7128761437431
Renault 5 E-Tech,52.0,False,1443.7608125236613,476.44106813280825,0.0,22.8060761497196,499.24714428252787,567.7114258048159,-68.46428152228805,-18.464281522288047
Renault 5 E-Tech,52.0,False,1531.893130904448,505.5247331984679,0.0,30.452586734626596,535.9773199330945,537.8447394683348,-1.8674195352402876,48.13258046475971
Nissan Leaf (new),52.0,True,2215.3117620027474,731.0528814609066,261.64928247908995,32.013769934071206,1024.7159338740678,812.4439785252978,212.27195534877,262.27195534877
Kia EV6 (post-24),77.4,True,1585.5305091308433,523.2250680131783,0.0,36.706741652146725,559.9318096653251,812.6717456869661,-252.73993602164103,-202.73993602164103
VW ID.7 (77 kWh),77.0,True,1837.0568358951723,606.2287558454069,407.483818465355,56.22598123824101,1069.938555549003,764.0,305.938555549003,355.938555549003
Kia EV9,99.8,True,1111.4272497063175,366.7709924030848,686.9593568417051,0.0,1053.73034924479,965.3942410958382,88.33610814895178,138.33610814895178
VW ID.7 (77 kWh),77.0,True,0.0,0.0,0.0,32.85246415628676,32.85246415628676,764.0,-731.1475358437133,-681.1475358437133
Renault 5 E-Tech,52.0,False,2402.911569622309,792.9608179753619,0.0,14.349337353564476,807.3101553289264,622.1329574110035,185.17719791792285,235.17719791792285
Hyundai Ioniq 5/6,77.4,True,0.0,0.0,866.7419736659482,29.066705114601845,895.80867878055,927.3651558117035,-31.556477031153463,18.443522968846537
Kia EV6 (post-24),77.4,True,2450.100914979379,808.533301943195,0.0,14.35974429295468,822.8930462361498,926.7908082464803,-103.89776201033055,-53.89776201033055
Renault 5 E-Tech,52.0,False,0.0,0.0,1129.9859180306114,35.82428148740672,1165.8101995180182,492.3129562052395,673.4972433127787,723.4972433127787
Renault 5 E-Tech,52.0,False,501.0949760558651,165.3613420984355,0.0,20.433783288984873,185.79512538742037,484.670623728206,-298.8754983407856,-248.8754983407856
Kia EV6 (post-24),77.4,True,0.0,0.0,0.0,46.79535690684575,46.79535690684575,939.7508613071138,-892.9555044002681,-842.9555044002681
VW ID.7 (77 kWh),77.0,True,2066.1720444549183,681.8367746701231,0.0,31.303794074088593,713.1405687442117,872.7976456786546,-159.6570769344429,-109.6570769344429
Kia EV6 (post-24),77.4,True,1921.4407313701931,634.0754413521638,0.0,30.554699470375063,664.6301408225389,860.2179227846995,-195.58778196216053,-145.58778196216053
Renault 5 E-Tech,52.0,False,1874.5700125065175,618.6081041271508,0.0,0.0,618.6081041271508,610.013740946936,8.594363180214827,58.59436318021483
Renault 4 E-Tech,52.0,False,1617.2764228408182,533.70121953747,100.12292475481958,11.464752394401813,645.2888966866914,495.7232836771967,149.56561300949465,199.56561300949465
Renault 5 E-Tech,52.0,False,2413.8162003138755,796.559346103579,50.50482679039665,40.44952204256139,887.513694936537,628.8550805633515,258.6586143731855,308.6586143731855
Renault 5 E-Tech,52.0,False,1059.4470796455544,349.61753628303296,556.6335079670226,38.18529756236709,944.4363418124227,561.2177908912483,383.21855092117437,433.21855092117437
Renault 4 E-Tech,52.0,False,1415.981611844284,467.27393190861375,441.1261634569129,15.856232653871562,924.2563280193981,547.3089601899744,376.9473678294237,426.9473678294237
VW ID.7 (77 kWh),77.0,True,0.0,0.0,0.0,24.16234343452726,24.16234343452726,803.7405869821515,-779.5782435476242,-729.5782435476242
Nissan Leaf (new),52.0,True,0.0,0.0,366.06172531870163,7.775697099162726,373.83742241786433,845.539512068625,-471.7020896507606,-421.7020896507606
VW ID.7 (77 kWh),77.0,True,1791.200529223685,591.0961746438161,260.5766892693738,25.358507635809083,877.031371548999,855.4561002025679,21.575271346431123,71.57527134643112
Kia EV6 (post-24),77.4,True,0.0,0.0,777.1677081507335,19.296049107918144,796.4637572586516,840.8652703396659,-44.401513081014286,5.598486918985714
Renault 5 E-Tech,52.0,False,0.0,0.0,0.0,36.10049296673269,36.10049296673269,552.0616190021043,-515.9611260353716,-465.96112603537165
Hyundai Ioniq 5/6,77.4,True,1133.3402264429772,374.00227472618246,0.0,31.397857803509375,405.40013252969186,829.5749884812654,-424.1748559515736,-374.1748559515736
